ride_id,drone_id,timestamp,location,weather_conditions
RIDE822,DRONE10,2024-08-02T04:00:00,Downtown,Storm
RIDE823,DRONE3,2024-08-14T14:00:00,Suburb,Clear
RIDE824,DRONE8,2024-08-05T05:00:00,Downtown,Clear
RIDE825,DRONE4,2024-08-28T17:00:00,Midtown,Rain
RIDE826,DRONE18,2024-08-15T07:00:00,Suburb,Wind
RIDE827,DRONE14,2024-08-07T05:00:00,Downtown,Storm
RIDE828,DRONE20,2024-08-06T20:00:00,Downtown,Fog
RIDE829,DRONE20,2024-08-02T15:00:00,Uptown,Storm
RIDE830,DRONE20,2024-08-13T05:00:00,Midtown,Rain
RIDE831,DRONE8,2024-08-21T03:00:00,Midtown,Storm
RIDE832,DRONE17,2024-08-30T16:00:00,Midtown,Fog
RIDE833,DRONE13,2024-08-06T22:00:00,Suburb,Fog
RIDE834,DRONE15,2024-08-21T00:00:00,Uptown,Wind
RIDE835,DRONE15,2024-08-20T03:00:00,Suburb,Wind
RIDE836,DRONE10,2024-08-27T06:00:00,Midtown,Rain
RIDE837,DRONE19,2024-08-01T05:00:00,Suburb,Wind
RIDE838,DRONE14,2024-08-04T09:00:00,Downtown,Clear
RIDE839,DRONE10,2024-08-01T19:00:00,Suburb,Wind
RIDE840,DRONE19,2024-08-11T22:00:00,Suburb,Clear
RIDE841,DRONE20,2024-08-10T04:00:00,Midtown,Storm
RIDE842,DRONE2,2024-08-07T09:00:00,Downtown,Clear
RIDE843,DRONE20,2024-08-24T09:00:00,Midtown,Rain
RIDE844,DRONE4,2024-08-26T23:00:00,Downtown,Fog
RIDE845,DRONE7,2024-08-23T12:00:00,Downtown,Rain
RIDE846,DRONE7,2024-08-19T01:00:00,Downtown,Rain
RIDE847,DRONE9,2024-08-05T17:00:00,Midtown,Rain
RIDE848,DRONE3,2024-08-13T07:00:00,Downtown,Rain
RIDE849,DRONE6,2024-08-11T03:00:00,Uptown,Wind
RIDE850,DRONE8,2024-08-13T20:00:00,Uptown,Storm
RIDE851,DRONE6,2024-08-06T04:00:00,Uptown,Fog
RIDE852,DRONE18,2024-08-03T00:00:00,Uptown,Clear
RIDE853,DRONE3,2024-08-11T04:00:00,Midtown,Clear
RIDE854,DRONE6,2024-08-18T21:00:00,Suburb,Storm
RIDE855,DRONE1,2024-08-28T06:00:00,Suburb,Rain
RIDE856,DRONE14,2024-08-27T13:00:00,Uptown,Rain
RIDE857,DRONE15,2024-08-20T12:00:00,Suburb,Fog
RIDE858,DRONE20,2024-08-03T16:00:00,Uptown,Clear
RIDE859,DRONE16,2024-08-05T17:00:00,Uptown,Rain
RIDE860,DRONE10,2024-08-22T07:00:00,Suburb,Wind
RIDE861,DRONE2,2024-08-26T11:00:00,Suburb,Fog
RIDE862,DRONE8,2024-08-23T20:00:00,Downtown,Wind
RIDE863,DRONE10,2024-08-01T16:00:00,Uptown,Wind
RIDE864,DRONE10,2024-08-27T23:00:00,Suburb,Storm
RIDE865,DRONE15,2024-08-22T23:00:00,Suburb,Storm
RIDE866,DRONE3,2024-08-25T12:00:00,Suburb,Wind
RIDE867,DRONE8,2024-08-11T07:00:00,Downtown,Storm
RIDE868,DRONE9,2024-08-07T03:00:00,Uptown,Wind
RIDE869,DRONE19,2024-08-13T10:00:00,Uptown,Rain
RIDE870,DRONE7,2024-08-19T07:00:00,Midtown,Storm
RIDE871,DRONE14,2024-08-01T01:00:00,Downtown,Wind
RIDE872,DRONE4,2024-08-27T05:00:00,Downtown,Fog
RIDE873,DRONE18,2024-08-16T01:00:00,Uptown,Fog
RIDE874,DRONE8,2024-08-11T06:00:00,Midtown,Storm
RIDE875,DRONE5,2024-08-25T08:00:00,Midtown,Fog
RIDE876,DRONE9,2024-08-18T18:00:00,Uptown,Clear
RIDE877,DRONE5,2024-08-08T23:00:00,Suburb,Clear
RIDE878,DRONE3,2024-08-29T08:00:00,Downtown,Fog
RIDE879,DRONE2,2024-08-29T12:00:00,Midtown,Wind
RIDE880,DRONE6,2024-08-04T15:00:00,Suburb,Fog
RIDE881,DRONE10,2024-08-23T08:00:00,Midtown,Fog
RIDE882,DRONE20,2024-08-16T09:00:00,Suburb,Fog
RIDE883,DRONE19,2024-08-03T21:00:00,Suburb,Wind
RIDE884,DRONE10,2024-08-23T10:00:00,Downtown,Wind
RIDE885,DRONE15,2024-08-24T05:00:00,Midtown,Clear
RIDE886,DRONE4,2024-08-22T15:00:00,Midtown,Storm
RIDE887,DRONE15,2024-08-22T15:00:00,Suburb,Clear
RIDE888,DRONE10,2024-08-24T15:00:00,Uptown,Wind
RIDE889,DRONE13,2024-08-01T20:00:00,Midtown,Wind
RIDE890,DRONE9,2024-08-17T15:00:00,Downtown,Wind
RIDE891,DRONE17,2024-08-21T01:00:00,Uptown,Wind
RIDE892,DRONE18,2024-08-02T20:00:00,Midtown,Wind
RIDE893,DRONE16,2024-08-28T02:00:00,Downtown,Wind
RIDE894,DRONE15,2024-08-17T12:00:00,Uptown,Rain
RIDE895,DRONE3,2024-08-16T22:00:00,Midtown,Rain
RIDE896,DRONE20,2024-08-11T19:00:00,Downtown,Fog
RIDE897,DRONE2,2024-08-01T16:00:00,Uptown,Rain
RIDE898,DRONE14,2024-08-16T05:00:00,Midtown,Clear
RIDE899,DRONE11,2024-08-03T21:00:00,Uptown,Fog
RIDE900,DRONE20,2024-08-15T17:00:00,Suburb,Storm
RIDE901,DRONE9,2024-08-11T06:00:00,Suburb,Wind
RIDE902,DRONE1,2024-08-29T00:00:00,Uptown,Rain
RIDE903,DRONE3,2024-08-27T19:00:00,Suburb,Clear
RIDE904,DRONE8,2024-08-05T10:00:00,Suburb,Storm
RIDE905,DRONE19,2024-08-25T19:00:00,Uptown,Wind
RIDE906,DRONE19,2024-08-15T04:00:00,Suburb,Wind
RIDE907,DRONE1,2024-08-06T16:00:00,Uptown,Storm
RIDE908,DRONE9,2024-08-02T21:00:00,Uptown,Storm
RIDE909,DRONE19,2024-08-16T00:00:00,Suburb,Storm
RIDE910,DRONE2,2024-08-24T07:00:00,Midtown,Clear
RIDE911,DRONE6,2024-08-15T10:00:00,Uptown,Fog
RIDE912,DRONE16,2024-08-28T10:00:00,Uptown,Fog
RIDE913,DRONE17,2024-08-08T11:00:00,Midtown,Rain
RIDE914,DRONE15,2024-08-30T05:00:00,Suburb,Wind
RIDE915,DRONE9,2024-08-20T19:00:00,Downtown,Rain
RIDE916,DRONE6,2024-08-30T16:00:00,Midtown,Fog
RIDE917,DRONE19,2024-08-21T10:00:00,Downtown,Storm
RIDE918,DRONE14,2024-08-27T22:00:00,Suburb,Wind
RIDE919,DRONE16,2024-08-08T18:00:00,Uptown,Fog
RIDE920,DRONE3,2024-08-06T18:00:00,Uptown,Wind
RIDE921,DRONE16,2024-08-03T16:00:00,Suburb,Rain
RIDE922,DRONE12,2024-08-20T12:00:00,Suburb,Fog
RIDE923,DRONE14,2024-08-02T13:00:00,Suburb,Rain
RIDE924,DRONE11,2024-08-13T12:00:00,Suburb,Wind
RIDE925,DRONE11,2024-08-09T14:00:00,Suburb,Clear
RIDE926,DRONE4,2024-08-02T20:00:00,Suburb,Storm
RIDE927,DRONE6,2024-08-09T12:00:00,Suburb,Rain
RIDE928,DRONE11,2024-08-02T18:00:00,Uptown,Wind
RIDE929,DRONE14,2024-08-14T11:00:00,Downtown,Fog
RIDE930,DRONE16,2024-08-14T05:00:00,Downtown,Rain
RIDE931,DRONE10,2024-08-22T23:00:00,Uptown,Wind
RIDE932,DRONE13,2024-08-17T23:00:00,Midtown,Clear
RIDE933,DRONE18,2024-08-24T04:00:00,Downtown,Rain
RIDE934,DRONE2,2024-08-21T04:00:00,Midtown,Wind
RIDE935,DRONE15,2024-08-11T19:00:00,Uptown,Rain
RIDE936,DRONE3,2024-08-02T13:00:00,Midtown,Wind
RIDE937,DRONE11,2024-08-28T14:00:00,Uptown,Storm
RIDE938,DRONE9,2024-08-09T03:00:00,Suburb,Wind
RIDE939,DRONE11,2024-08-13T04:00:00,Suburb,Wind
RIDE940,DRONE4,2024-08-16T05:00:00,Downtown,Wind
RIDE941,DRONE13,2024-08-03T00:00:00,Downtown,Fog
RIDE942,DRONE17,2024-08-28T23:00:00,Midtown,Wind
RIDE943,DRONE1,2024-08-15T03:00:00,Midtown,Storm
RIDE944,DRONE18,2024-08-12T15:00:00,Downtown,Clear
RIDE945,DRONE15,2024-08-06T07:00:00,Suburb,Storm
RIDE946,DRONE14,2024-08-16T16:00:00,Uptown,Clear
RIDE947,DRONE2,2024-08-19T15:00:00,Suburb,Fog
RIDE948,DRONE7,2024-08-18T01:00:00,Downtown,Fog
RIDE949,DRONE17,2024-08-19T18:00:00,Uptown,Fog
RIDE950,DRONE12,2024-08-17T11:00:00,Midtown,Clear
RIDE951,DRONE20,2024-08-15T11:00:00,Downtown,Storm
RIDE952,DRONE16,2024-08-08T23:00:00,Suburb,Rain
RIDE953,DRONE15,2024-08-22T04:00:00,Midtown,Fog
RIDE954,DRONE2,2024-08-30T12:00:00,Midtown,Clear
RIDE955,DRONE7,2024-08-22T05:00:00,Downtown,Storm
RIDE956,DRONE9,2024-08-16T16:00:00,Suburb,Fog
RIDE957,DRONE18,2024-08-23T03:00:00,Downtown,Wind
RIDE958,DRONE5,2024-08-12T09:00:00,Uptown,Storm
RIDE959,DRONE10,2024-08-04T12:00:00,Uptown,Clear
RIDE960,DRONE15,2024-08-19T02:00:00,Midtown,Rain
RIDE961,DRONE16,2024-08-04T08:00:00,Suburb,Rain
RIDE962,DRONE4,2024-08-19T08:00:00,Uptown,Rain
RIDE963,DRONE1,2024-08-26T16:00:00,Uptown,Wind
RIDE964,DRONE20,2024-08-08T16:00:00,Uptown,Storm
RIDE965,DRONE8,2024-08-24T06:00:00,Uptown,Fog
RIDE966,DRONE6,2024-08-13T12:00:00,Downtown,Storm
RIDE967,DRONE10,2024-08-14T16:00:00,Midtown,Rain
RIDE968,DRONE18,2024-08-05T09:00:00,Midtown,Wind
RIDE969,DRONE1,2024-08-04T09:00:00,Uptown,Rain
RIDE970,DRONE18,2024-08-14T23:00:00,Midtown,Clear
RIDE971,DRONE14,2024-08-29T04:00:00,Midtown,Storm
RIDE972,DRONE3,2024-08-13T14:00:00,Midtown,Wind
RIDE973,DRONE8,2024-08-14T01:00:00,Midtown,Rain
RIDE974,DRONE4,2024-08-20T00:00:00,Downtown,Wind
RIDE975,DRONE15,2024-08-26T17:00:00,Uptown,Clear
RIDE976,DRONE4,2024-08-19T04:00:00,Suburb,Clear
RIDE977,DRONE5,2024-08-08T02:00:00,Downtown,Storm
RIDE978,DRONE16,2024-08-30T10:00:00,Midtown,Wind
RIDE979,DRONE10,2024-08-19T22:00:00,Uptown,Rain
RIDE980,DRONE17,2024-08-15T23:00:00,Uptown,Rain
RIDE981,DRONE9,2024-08-20T01:00:00,Uptown,Fog
RIDE982,DRONE14,2024-08-02T19:00:00,Uptown,Rain
RIDE983,DRONE16,2024-08-16T01:00:00,Midtown,Storm
RIDE984,DRONE16,2024-08-27T05:00:00,Uptown,Clear
RIDE985,DRONE8,2024-08-19T13:00:00,Suburb,Rain
RIDE986,DRONE15,2024-08-12T17:00:00,Suburb,Fog
RIDE987,DRONE18,2024-08-28T06:00:00,Uptown,Storm
RIDE988,DRONE5,2024-08-03T10:00:00,Midtown,Storm
RIDE989,DRONE13,2024-08-04T04:00:00,Suburb,Storm
RIDE990,DRONE7,2024-08-29T15:00:00,Suburb,Storm
RIDE991,DRONE20,2024-08-28T04:00:00,Suburb,Storm
RIDE992,DRONE17,2024-08-18T07:00:00,Downtown,Storm
RIDE993,DRONE5,2024-08-16T12:00:00,Downtown,Clear
RIDE994,DRONE3,2024-08-22T21:00:00,Suburb,Clear
RIDE995,DRONE9,2024-08-29T23:00:00,Midtown,Fog
RIDE996,DRONE14,2024-08-07T19:00:00,Midtown,Rain
RIDE997,DRONE11,2024-08-02T07:00:00,Suburb,Wind
RIDE998,DRONE17,2024-08-07T02:00:00,Suburb,Clear
RIDE999,DRONE9,2024-08-26T22:00:00,Midtown,Wind
RIDE1000,DRONE1,2024-08-29T22:00:00,Downtown,Fog
